Original Value,Processed Value
[],KDM4F_HUMAN
[],CPHXL_HUMAN
[],GSTT4_HUMAN
[],PERC1_HUMAN
[],H2BK1_HUMAN
[],O5BS1_HUMAN
[],FXO3B_HUMAN
[],PLGRF_HUMAN
[],O51C1_HUMAN
[],H2AL3_HUMAN
[],PNT87_HUMAN
[],TSPY9_HUMAN
[],TVB42_HUMAN
[],TVB31_HUMAN
[],TVB41_HUMAN
[],TVB51_HUMAN
[],TVBK2_HUMAN
[],TVB43_HUMAN
[],SMI45_HUMAN
[],TVB55_HUMAN
[],TVB56_HUMAN
[],TVB58_HUMAN
[],TVBK3_HUMAN
[],TVB14_HUMAN
[],TVB28_HUMAN
[],TVB29_HUMAN
[],MIAC_HUMAN
[],GBG5B_HUMAN
[],KAL1L_HUMAN
[],FR1L5_HUMAN
[],TV382_HUMAN
[],TRDV2_HUMAN
[],TRDV3_HUMAN
[],DHR12_HUMAN
[],S66AL_HUMAN
[],CF119_HUMAN
[],KR231_HUMAN
[],CT202_HUMAN
[],IGS23_HUMAN
[],MT1DP_HUMAN
[],PRS38_HUMAN
[],PIPSL_HUMAN
[],BCLA3_HUMAN
[],DYTN_HUMAN
[],WDR27_HUMAN
[],TM213_HUMAN
[],HEAT9_HUMAN
[],SMCO3_HUMAN
[],C144A_HUMAN
[],COLL1_HUMAN
[],OR2M5_HUMAN
[],CPED1_HUMAN
[],KLRG2_HUMAN
[],DEN11_HUMAN
[],CTGEF_HUMAN
[],GRD2I_HUMAN
[],SH321_HUMAN
[],PI4P2_HUMAN
[],KRBA1_HUMAN
[],RGSL_HUMAN
[],F149A_HUMAN
[],CDHR4_HUMAN
[],DPPA5_HUMAN
[],GOG8I_HUMAN
[],PINLY_HUMAN
[],GOG8O_HUMAN
[],VWA3A_HUMAN
[],KR87P_HUMAN
[],O6C74_HUMAN
[],U17L4_HUMAN
[],SYN1L_HUMAN
[],O5H15_HUMAN
[],TR49B_HUMAN
[],O6C68_HUMAN
[],GOG6B_HUMAN
[],ME3L1_HUMAN
[],TBC3B_HUMAN
[],ZN840_HUMAN
[],WDR97_HUMAN
[],PSAL_HUMAN
[],ARRD5_HUMAN
[],SWAHB_HUMAN
[],TBC3F_HUMAN
[],MRO2A_HUMAN
[],OR5K3_HUMAN
[],ANTRL_HUMAN
[],OR6C6_HUMAN
[],TM235_HUMAN
[],OR2W5_HUMAN
[],ZN316_HUMAN
[],DPRX_HUMAN
[],MGT4D_HUMAN
[],ZSA5C_HUMAN
[],URAD_HUMAN
[],TRI64_HUMAN
[],SERC4_HUMAN
[],TV23A_HUMAN
[],ARL5C_HUMAN
[],O4C46_HUMAN
[],O5H14_HUMAN
[],ZN860_HUMAN
[],MOXD2_HUMAN
[],MANS4_HUMAN
[],NCF1B_HUMAN
[],CBY3_HUMAN
[],PRS29_HUMAN
[],O6C70_HUMAN
[],S15A5_HUMAN
[],AGAP5_HUMAN
[],RP1BL_HUMAN
[],ARGFX_HUMAN
[],ZSA5B_HUMAN
[],CMI2C_HUMAN
[],LRR3C_HUMAN
[],T238L_HUMAN
[],O6C65_HUMAN
[],RIM3C_HUMAN
[],TRI75_HUMAN
[],ZN233_HUMAN
[],ASB14_HUMAN
[],ZNF98_HUMAN
[],TSPY2_HUMAN
[],RTL1_HUMAN
[],OR5H1_HUMAN
[],CGB1_HUMAN
[],RGPD3_HUMAN
[],S22AV_HUMAN
[],O6C75_HUMAN
[],O5B21_HUMAN
[],CF144_HUMAN
[],TTC36_HUMAN
[],RFPLA_HUMAN
[],O2AG2_HUMAN
[],L37A2_HUMAN
[],ZFP92_HUMAN
[],TCPQL_HUMAN
[],CLD24_HUMAN
[],O6C76_HUMAN
[],OR5K4_HUMAN
[],L37A1_HUMAN
[],DBX1_HUMAN
[],O52A4_HUMAN
[],I4E1B_HUMAN
[],SNTAN_HUMAN
[],O4C45_HUMAN
[],ZN729_HUMAN
[],CXE1_HUMAN
[],ZN726_HUMAN
[],RIM3B_HUMAN
[],CC169_HUMAN
[],ZN716_HUMAN
[],ZAR1L_HUMAN
[],KNCN_HUMAN
[],LRIQ3_HUMAN
[],AN36A_HUMAN
[],CFA96_HUMAN
[],ZN839_HUMAN
[],ME3L2_HUMAN
[],CO062_HUMAN
[],YDJC_HUMAN
[],PP2D1_HUMAN
[],ZBBX_HUMAN
[],PRS47_HUMAN
[],HMSD_HUMAN
[],KRA97_HUMAN
[],PDZ1P_HUMAN
[],LEG16_HUMAN
[],SERP3_HUMAN
[],KRA96_HUMAN
[],HIDE1_HUMAN
[],NCF1C_HUMAN
[],F1712_HUMAN
[],BTNLA_HUMAN
[],Z705E_HUMAN
[],RUXGL_HUMAN
[],FS2P1_HUMAN
[],CAN14_HUMAN
[],B3GT9_HUMAN
[],DB108_HUMAN
[],ZNF99_HUMAN
[],KRA91_HUMAN
[],DCD2C_HUMAN
[],FOXO6_HUMAN
[],EFCB9_HUMAN
[],FHAD1_HUMAN
[],ISM1_HUMAN
[],ZN487_HUMAN
[],KILIN_HUMAN
[],O11HC_HUMAN
[],HGB1A_HUMAN
[],BTBDI_HUMAN
[],TM114_HUMAN
[],NBPFP_HUMAN
[],ZN879_HUMAN
[],EIFCL_HUMAN
[],RBG10_HUMAN
[],PP13G_HUMAN
[],KIF28_HUMAN
[],IGLL5_HUMAN
[],HAS3P_HUMAN
[],RBRP_HUMAN
[],SHMOS_HUMAN
[],APDD1_HUMAN
[],AJM1_HUMAN
[],TR49D_HUMAN
[],U17LF_HUMAN
[],RAS4B_HUMAN
[],HSBPL_HUMAN
[],CLD25_HUMAN
[],PRRT4_HUMAN
[],U17LA_HUMAN
[],U17LD_HUMAN
[],ZFTA_HUMAN
[],UL17C_HUMAN
[],TM232_HUMAN
[],DSA2D_HUMAN
[],MEIOS_HUMAN
[],ADM5_HUMAN
[],U17LB_HUMAN
[],FREY_HUMAN
[],U17LL_HUMAN
[],U17LI_HUMAN
[],U17LM_HUMAN
[],U17LH_HUMAN
[],U17LJ_HUMAN
[],CD054_HUMAN
[],U17LK_HUMAN
[],MUC22_HUMAN
[],PBMU2_HUMAN
[],Z587B_HUMAN
[],PTG3L_HUMAN
[],NDUCR_HUMAN
[],APRIO_HUMAN
[],KR416_HUMAN
[],GOG8M_HUMAN
[],GFY_HUMAN
[],CCER2_HUMAN
[],S35U4_HUMAN
[],ASURF_HUMAN
[],OVOL3_HUMAN
[],HMGN4_HUMAN
[],NET3_HUMAN
[],ISLR_HUMAN
[],UBFD1_HUMAN
[],OR7AH_HUMAN
[],VCY1_HUMAN
[],TYB4Y_HUMAN
[],RGPD8_HUMAN
[],RGS13_HUMAN
[],IPP2C_HUMAN
[],KHNYN_HUMAN
[],TRNK1_HUMAN
[],CXX1_HUMAN
[],MPPD1_HUMAN
[],MAGB3_HUMAN
[],TEX28_HUMAN
[],CTR4_HUMAN
[],LYRM1_HUMAN
[],ZN749_HUMAN
[],AN32C_HUMAN
[],GTPB6_HUMAN
[],OR2T1_HUMAN
[],K0513_HUMAN
[],NPA1P_HUMAN
[],ZN862_HUMAN
[],L37A3_HUMAN
[],EREP2_HUMAN
[],TBC12_HUMAN
[],O10H2_HUMAN
[],O10H3_HUMAN
[],OR1I1_HUMAN
[],RNBP6_HUMAN
[],ISK4_HUMAN
[],TSN3_HUMAN
[],EIF1B_HUMAN
[],PRA10_HUMAN
[],PRAM4_HUMAN
[],Z780A_HUMAN
[],TBX10_HUMAN
[],ZN737_HUMAN
[],Z324A_HUMAN
[],FRAT2_HUMAN
[],RMXL2_HUMAN
[],NALF2_HUMAN
[],OR2B3_HUMAN
[],SEGN_HUMAN
[],GAGE7_HUMAN
[],OR7AA_HUMAN
[],KBTBB_HUMAN
[],OR2F2_HUMAN
[],O4F21_HUMAN
[],NXPH2_HUMAN
[],NXPH3_HUMAN
[],NXPH4_HUMAN
[],CDRT1_HUMAN
[],OR5F1_HUMAN
[],DEXI_HUMAN
[],NSA2_HUMAN
[],NPTXR_HUMAN
[],PRAM1_HUMAN
[],PRA12_HUMAN
[],PM2P2_HUMAN
[],TSN13_HUMAN
[],SG1D2_HUMAN
[],PPR17_HUMAN
[],TVA84_HUMAN
[],TRGC2_HUMAN
[],P3_HUMAN
[],NUD17_HUMAN
[],FREM3_HUMAN
[],NPS_HUMAN
[],SBK2_HUMAN
[],F86B2_HUMAN
[],KRA14_HUMAN
[],OR4A8_HUMAN
[],O5AL1_HUMAN
[],OR4Q2_HUMAN
[],OR5G3_HUMAN
[],O5AC1_HUMAN
[],O10J4_HUMAN
[],O52Z1_HUMAN
[],ZGLP1_HUMAN
[],LIGO3_HUMAN
[],F153B_HUMAN
[],U17L7_HUMAN
[],U17L8_HUMAN
[],CC159_HUMAN
[],OR8U8_HUMAN
[],UCRIL_HUMAN
[],ARMS2_HUMAN
[],S35G6_HUMAN
[],OR2T7_HUMAN
[],O56A5_HUMAN
[],HMSDV_HUMAN
[],ASA2B_HUMAN
[],SC11B_HUMAN
[],TBC3H_HUMAN
[],PIRT_HUMAN
[],MS3L2_HUMAN
[],R10B1_HUMAN
[],PAB4L_HUMAN
[],TRGC1_HUMAN
[],ZSA5D_HUMAN
[],GKN3_HUMAN
[],DERPC_HUMAN
[],DR4L1_HUMAN
[],Z286B_HUMAN
[],TB15A_HUMAN
[],TB15B_HUMAN
[],CFC1B_HUMAN
[],SP9_HUMAN
[],Z705D_HUMAN
[],TR49C_HUMAN
[],HMN5_HUMAN
[],ZN865_HUMAN
[],ZN888_HUMAN
[],S352B_HUMAN
[],S35E2_HUMAN
[],GG12I_HUMAN
[],TSPY3_HUMAN
[],TSPY4_HUMAN
[],TSPY8_HUMAN
[],TSPYA_HUMAN
[],LIMS4_HUMAN
[],RGPD1_HUMAN
[],RGPD2_HUMAN
[],TPBGL_HUMAN
[],MPC1L_HUMAN
[],S31C1_HUMAN
[],M1BL1_HUMAN
[],SRG2B_HUMAN
[],OR8G3_HUMAN
[],CT45A_HUMAN
[],PAL4G_HUMAN
[],OR5H8_HUMAN
[],O13C7_HUMAN
[],O12D1_HUMAN
[],IGA2_HUMAN
[],IGK_HUMAN
[],IGL1_HUMAN
[],HV108_HUMAN
[],HVC33_HUMAN
[],HVC05_HUMAN
[],HV43D_HUMAN
[],HVD34_HUMAN
[],HV431_HUMAN
[],HVD82_HUMAN
[],KV113_HUMAN
[],VSXL2_HUMAN
[],D130B_HUMAN
[],D130A_HUMAN
[],VSIG8_HUMAN
[],RPC22_HUMAN
[],NBPF9_HUMAN
[],TVA35_HUMAN
[],TVB63_HUMAN
[],GAL3A_HUMAN
[],NPY42_HUMAN
[],KVD37_HUMAN
[],SCGR9_HUMAN
[],HV383_HUMAN
[],HV511_HUMAN
[],TM276_HUMAN
[],GAGE1_HUMAN
[],HRURF_HUMAN
[],TPRX2_HUMAN
[],GOG8G_HUMAN
[],SRSP_HUMAN
[],GLI4_HUMAN
[],PSG2_HUMAN
[],CRGA_HUMAN
[],MYCP1_HUMAN
[],GLPE_HUMAN
[],ZN823_HUMAN
[],CRIS2_HUMAN
[],ZNF14_HUMAN
[],PTMS_HUMAN
[],S100G_HUMAN
[],HXC12_HUMAN
[],MAGA5_HUMAN
[],MAGA9_HUMAN
[],MAGB1_HUMAN
[],OR3A1_HUMAN
[],OR1D4_HUMAN
[],MT4_HUMAN
[],HSP77_HUMAN
[],ZNF84_HUMAN
[],ZN157_HUMAN
[],CDR1_HUMAN
[],ZN132_HUMAN
[],ZN137_HUMAN
[],CRIP2_HUMAN
[],SH3BG_HUMAN
[],CLD12_HUMAN
[],RWD2B_HUMAN
[],OR1D5_HUMAN
[],OR4D2_HUMAN
[],O10A3_HUMAN
[],NXPH1_HUMAN
[],SIM11_HUMAN
[],T2R41_HUMAN
[],T2R45_HUMAN
[],T2R30_HUMAN
[],T2R50_HUMAN
[],T2R60_HUMAN
[],FXYD4_HUMAN
[],D131A_HUMAN
[],OR2B8_HUMAN
[],PROF3_HUMAN
[],KTDAP_HUMAN
[],ZC3H6_HUMAN
[],YPEL3_HUMAN
[],ENK25_HUMAN
[],LCN6_HUMAN
[],GAK8_HUMAN
[],VPK21_HUMAN
[],VPK19_HUMAN
[],VP113_HUMAN
[],VPK04_HUMAN
[],VPK25_HUMAN
[],VPK9_HUMAN
[],SELW_HUMAN
[],F193A_HUMAN
[],RT10_HUMAN
[],KGD4_HUMAN
[],MXRA7_HUMAN
[],CCZ1B_HUMAN
[],ECT2L_HUMAN
[],PLGB_HUMAN
[],ZN117_HUMAN
[],ZNF90_HUMAN
[],EMAL5_HUMAN
[],FHI1A_HUMAN
[],WIT1_HUMAN
[],BSPH1_HUMAN
[],SLFN5_HUMAN
[],S38AB_HUMAN
[],ZN616_HUMAN
[],R51A2_HUMAN
[],ABD18_HUMAN
[],DIK1C_HUMAN
[],PLCX2_HUMAN
[],SYCN_HUMAN
[],ADIG_HUMAN
[],RDUR_HUMAN
[],ZN816_HUMAN
[],KRIP1_HUMAN
[],PSG7_HUMAN
[],GAG2B_HUMAN
[],GAGE5_HUMAN
[],BAGE1_HUMAN
[],SG2A2_HUMAN
[],CROC4_HUMAN
[],URB2_HUMAN
[],GGTL2_HUMAN
[],EP3A_HUMAN
[],GBX1_HUMAN
[],ZN267_HUMAN
[],ZN234_HUMAN
[],PTCA_HUMAN
[],ZN846_HUMAN
[],T132B_HUMAN
[],R3HD1_HUMAN
[],NKX11_HUMAN
[],RBMS2_HUMAN
[],GUSP1_HUMAN
[],SURF2_HUMAN
[],OR4D1_HUMAN
[],OR1C1_HUMAN
[],OR7A5_HUMAN
[],MCHL1_HUMAN
[],NNAT_HUMAN
[],TAL2_HUMAN
[],LPAL2_HUMAN
[],F187B_HUMAN
[],EX3L4_HUMAN
[],KCD19_HUMAN
[],KNOP1_HUMAN
[],HNRL2_HUMAN
[],ISK13_HUMAN
[],LRC36_HUMAN
[],SKDA1_HUMAN
[],IZUM4_HUMAN
[],QSER1_HUMAN
[],ZN630_HUMAN
[],MTHSD_HUMAN
[],CQ058_HUMAN
[],CF184_HUMAN
[],SWAHA_HUMAN
[],ZN181_HUMAN
[],RGS21_HUMAN
[],RPEL1_HUMAN
[],IAH1_HUMAN
[],TXIP1_HUMAN
[],SMTL2_HUMAN
[],ZN800_HUMAN
[],WSCD2_HUMAN
[],MST1L_HUMAN
[],LR75B_HUMAN
[],ZN284_HUMAN
[],TM249_HUMAN
[],FR1L6_HUMAN
[],GAB4_HUMAN
[],TR16L_HUMAN
[],DB133_HUMAN
[],DB116_HUMAN
[],DB115_HUMAN
[],DB112_HUMAN
[],DB109_HUMAN
[],RA1L2_HUMAN
[],GFOD2_HUMAN
[],BEAN1_HUMAN
[],PROX2_HUMAN
[],NBPF8_HUMAN
[],SNAI3_HUMAN
[],ZN791_HUMAN
[],UAP1L_HUMAN
[],S2535_HUMAN
[],KR202_HUMAN
[],KR194_HUMAN
[],KR271_HUMAN
[],KR241_HUMAN
[],ZN528_HUMAN
[],ADCK5_HUMAN
[],ZN718_HUMAN
[],AX2R_HUMAN
[],KBTBC_HUMAN
[],LEGL_HUMAN
[],AMZ1_HUMAN
[],CRFM7_HUMAN
[],ZN404_HUMAN
[],AKD1A_HUMAN
[],NRN1L_HUMAN
[],SLNL1_HUMAN
[],ZN672_HUMAN
[],CH034_HUMAN
[],ZFP69_HUMAN
[],ZBED5_HUMAN
[],CE022_HUMAN
[],UQCC4_HUMAN
[],CC152_HUMAN
[],IQCC_HUMAN
[],NKAI1_HUMAN
[],KHDC1_HUMAN
[],SIM43_HUMAN
[],CCD38_HUMAN
[],CD046_HUMAN
[],LRC24_HUMAN
[],LIN52_HUMAN
[],RFTN2_HUMAN
[],CN177_HUMAN
[],Z585B_HUMAN
[],TIGD5_HUMAN
[],CD017_HUMAN
[],KCP3_HUMAN
[],TM177_HUMAN
[],CB083_HUMAN
[],COBL1_HUMAN
[],SFT2C_HUMAN
[],PCOTH_HUMAN
[],ENPLL_HUMAN
[],H90B4_HUMAN
[],HS905_HUMAN
[],HS904_HUMAN
[],CC178_HUMAN
[],S45A4_HUMAN
[],NICOL_HUMAN
[],ZN805_HUMAN
[],ZN542_HUMAN
[],ARSH_HUMAN
[],XKR9_HUMAN
[],XKR6_HUMAN
[],XKR3_HUMAN
[],AR13A_HUMAN
[],ZMAT1_HUMAN
[],PWP3B_HUMAN
[],ARMX4_HUMAN
[],ZN766_HUMAN
[],ZN667_HUMAN
[],DMRTC_HUMAN
[],MDH1B_HUMAN
[],TTC32_HUMAN
[],ZN311_HUMAN
[],ZN831_HUMAN
[],AN36C_HUMAN
[],CC038_HUMAN
[],PAP1M_HUMAN
[],OR2BB_HUMAN
[],GSAML_HUMAN
[],FA47A_HUMAN
[],O10J3_HUMAN
[],T255A_HUMAN
[],NHLC3_HUMAN
[],PSMG4_HUMAN
[],MEIG1_HUMAN
[],LRC73_HUMAN
[],CF157_HUMAN
[],PAGE3_HUMAN
[],FRPD3_HUMAN
[],ZN484_HUMAN
[],ZN506_HUMAN
[],DOP1A_HUMAN
[],F209B_HUMAN
[],MET24_HUMAN
[],CD158_HUMAN
[],ZN569_HUMAN
[],NTCP5_HUMAN
[],PA2GC_HUMAN
[],CA167_HUMAN
[],TT39A_HUMAN
[],SAPC1_HUMAN
[],TM240_HUMAN
[],PERM1_HUMAN
[],ZBT41_HUMAN
[],ODR4_HUMAN
[],ZN678_HUMAN
[],S1A7B_HUMAN
[],NHSL1_HUMAN
[],CF141_HUMAN
[],GLYL3_HUMAN
[],LRAD2_HUMAN
[],ZN362_HUMAN
[],DCST2_HUMAN
[],CHCH9_HUMAN
[],AKND1_HUMAN
[],NCMAP_HUMAN
[],TM273_HUMAN
[],GPTC4_HUMAN
[],ZN684_HUMAN
[],SWT1_HUMAN
[],CCNJ_HUMAN
[],CC183_HUMAN
[],CJ062_HUMAN
[],GNTK_HUMAN
[],IFT1B_HUMAN
[],DIK1A_HUMAN
[],CCD18_HUMAN
[],NBPFC_HUMAN
[],GRTP1_HUMAN
[],DAAF9_HUMAN
[],MTCL3_HUMAN
[],MFS4B_HUMAN
[],NT5D1_HUMAN
[],ZC21B_HUMAN
[],RHG40_HUMAN
[],FAXC_HUMAN
[],SAMD5_HUMAN
[],HES3_HUMAN
[],TMCO4_HUMAN
[],PR14L_HUMAN
[],NBPFE_HUMAN
[],VW5B1_HUMAN
[],PRAM5_HUMAN
[],OR2G6_HUMAN
[],S31A1_HUMAN
[],TM164_HUMAN
[],GP157_HUMAN
[],ZN468_HUMAN
[],MANEL_HUMAN
[],AXA81_HUMAN
[],KLD7A_HUMAN
[],PR38B_HUMAN
[],AGAP9_HUMAN
[],AT5EL_HUMAN
[],CP141_HUMAN
[],DIK1B_HUMAN
[],AGAP7_HUMAN
[],LRCH2_HUMAN
[],ADCL3_HUMAN
[],CCD30_HUMAN
[],GARL3_HUMAN
[],AGAP6_HUMAN
[],TCRGL_HUMAN
[],NBPF6_HUMAN
[],RSBN1_HUMAN
[],SPAT1_HUMAN
[],CDCP2_HUMAN
[],CHIC1_HUMAN
[],S31G1_HUMAN
[],FOXB2_HUMAN
[],SLX4I_HUMAN
[],NXNL2_HUMAN
[],TDR10_HUMAN
[],K1614_HUMAN
[],JKIP3_HUMAN
[],IZUM3_HUMAN
[],TM268_HUMAN
[],ERI6B_HUMAN
[],TM236_HUMAN
[],FHI2A_HUMAN
[],CST9_HUMAN
[],RES18_HUMAN
[],LYSM4_HUMAN
[],F219B_HUMAN
[],VCF2_HUMAN
[],FBXW9_HUMAN
[],GGNB1_HUMAN
[],PCX4_HUMAN
[],PLCX3_HUMAN
[],S22AA_HUMAN
[],FRG2_HUMAN
[],EF1DL_HUMAN
[],SAXO2_HUMAN
[],WSCD1_HUMAN
[],GL8D1_HUMAN
[],SE1L3_HUMAN
[],ZN776_HUMAN
[],ZN772_HUMAN
[],C19L1_HUMAN
[],AN34A_HUMAN
[],Z518A_HUMAN
[],HEAT6_HUMAN
[],ANR40_HUMAN
[],Z324B_HUMAN
[],TIGD3_HUMAN
[],SP5_HUMAN
[],ZN787_HUMAN
[],C2D2B_HUMAN
[],RL7L_HUMAN
[],IL31_HUMAN
[],GL1AD_HUMAN
[],GTD2B_HUMAN
[],CTRB2_HUMAN
[],RTL6_HUMAN
[],K0930_HUMAN
[],ASPH2_HUMAN
[],SN12L_HUMAN
[],OR5MA_HUMAN
[],OR4CB_HUMAN
[],OR4F3_HUMAN
[],OR2T5_HUMAN
[],OR2T2_HUMAN
[],O8G2P_HUMAN
[],OR2A2_HUMAN
[],O52W1_HUMAN
[],O4A47_HUMAN
[],O10K2_HUMAN
[],O52E8_HUMAN
[],O7E24_HUMAN
[],FRP2L_HUMAN
[],GAR5A_HUMAN
[],TBC3C_HUMAN
[],TCAL6_HUMAN
[],ZN770_HUMAN
[],IF5AL_HUMAN
[],LCN10_HUMAN
[],LCN8_HUMAN
[],KR510_HUMAN
[],FA72D_HUMAN
[],CAN13_HUMAN
[],SANBR_HUMAN
[],PHLB3_HUMAN
[],DE10B_HUMAN
[],TIGD7_HUMAN
[],CGB2_HUMAN
[],TRNP1_HUMAN
[],JHY_HUMAN
[],GP153_HUMAN
[],NIPA3_HUMAN
[],ADAM5_HUMAN
[],RWDD4_HUMAN
[],ZN544_HUMAN
[],GAR1A_HUMAN
[],ANR54_HUMAN
[],STEAL_HUMAN
[],ADCL2_HUMAN
[],RM54_HUMAN
[],TATD1_HUMAN
[],ZN529_HUMAN
[],CP046_HUMAN
[],Z585A_HUMAN
[],PDXD2_HUMAN
[],TMM71_HUMAN
[],ERIC5_HUMAN
[],ANR16_HUMAN
[],F171B_HUMAN
[],ZN530_HUMAN
[],ZN549_HUMAN
[],CB5D1_HUMAN
[],RSBNL_HUMAN
[],SG11A_HUMAN
[],PRS54_HUMAN
[],KLH35_HUMAN
[],ZN790_HUMAN
[],CP087_HUMAN
[],KCD18_HUMAN
[],HOATZ_HUMAN
[],TTC33_HUMAN
[],HAGHL_HUMAN
[],S2534_HUMAN
[],POZP3_HUMAN
[],CC137_HUMAN
[],ZN773_HUMAN
[],XKR2_HUMAN
[],CRIP3_HUMAN
[],POTEH_HUMAN
[],POTEG_HUMAN
[],POTEA_HUMAN
[],S22AP_HUMAN
[],CC171_HUMAN
[],IG2AS_HUMAN
[],TM270_HUMAN
[],PLET1_HUMAN
[],SMIP8_HUMAN
[],CBLN3_HUMAN
[],CP20A_HUMAN
[],SFTA2_HUMAN
[],COLL2_HUMAN
[],NXPE4_HUMAN
[],SHSA2_HUMAN
[],C16L2_HUMAN
[],UD2A3_HUMAN
[],LYPD4_HUMAN
[],ISK6_HUMAN
[],SBSN_HUMAN
[],LYZL1_HUMAN
[],PT117_HUMAN
[],ENHO_HUMAN
[],GLB1L_HUMAN
[],SHL2A_HUMAN
[],HIPL2_HUMAN
[],OLFL1_HUMAN
[],XKR5_HUMAN
[],B3GN9_HUMAN
[],LYPD8_HUMAN
[],IGFL3_HUMAN
[],LYPD2_HUMAN
[],S49A3_HUMAN
[],BTNL3_HUMAN
[],CL18B_HUMAN
[],TO20L_HUMAN
[],CL19A_HUMAN
[],OR9H1_HUMAN
[],TMM92_HUMAN
[],IZUM2_HUMAN
[],TMC5_HUMAN
[],LRC31_HUMAN
[],LIGO4_HUMAN
[],PATE2_HUMAN
[],CF299_HUMAN
[],ZN562_HUMAN
[],SG1D4_HUMAN
[],T184A_HUMAN
[],PZRN4_HUMAN
[],CCNI2_HUMAN
[],ZN852_HUMAN
[],P4R3C_HUMAN
[],ZN782_HUMAN
[],EMAL6_HUMAN
[],WDR88_HUMAN
[],ZN517_HUMAN
[],MASTR_HUMAN
[],ZN813_HUMAN
[],ZN841_HUMAN
[],ETV3L_HUMAN
[],D19P2_HUMAN
[],Z705A_HUMAN
[],ZN836_HUMAN
[],FRRS1_HUMAN
[],ZN704_HUMAN
[],ACP7_HUMAN
[],ZN600_HUMAN
[],DBX2_HUMAN
[],GCNT7_HUMAN
[],SMI10_HUMAN
[],TMM91_HUMAN
[],RBM44_HUMAN
[],SDIM1_HUMAN
[],WDR87_HUMAN
[],ZN788_HUMAN
[],ZN493_HUMAN
[],RTL4_HUMAN
[],ZN818_HUMAN
[],CO039_HUMAN
[],TLCD5_HUMAN
[],ITPI1_HUMAN
[],RINL_HUMAN
[],NBEL1_HUMAN
[],CAN12_HUMAN
[],ZN621_HUMAN
[],TBCD9_HUMAN
[],ZN826_HUMAN
[],E400N_HUMAN
[],UBN2_HUMAN
[],BEND4_HUMAN
[],S31F1_HUMAN
[],CC062_HUMAN
[],TMM26_HUMAN
[],CC149_HUMAN
[],CCD9B_HUMAN
[],BACHL_HUMAN
[],RFX8_HUMAN
[],SH2D5_HUMAN
[],NYAP1_HUMAN
[],GRIN3_HUMAN
[],K154L_HUMAN
[],CF20D_HUMAN
[],ASB18_HUMAN
[],KCTD8_HUMAN
[],AHSA2_HUMAN
[],SMIM5_HUMAN
[],MIRH1_HUMAN
[],UTS2B_HUMAN
[],PDZD4_HUMAN
[],SPERI_HUMAN
[],ZN534_HUMAN
[],ERIP6_HUMAN
[],ABHDD_HUMAN
[],ARMX2_HUMAN
[],ZN627_HUMAN
[],LIGO2_HUMAN
[],SSX9_HUMAN
[],SSX8_HUMAN
[],SSX7_HUMAN
[],SSX6_HUMAN
[],TCF24_HUMAN
[],ASCL5_HUMAN
[],PXL2C_HUMAN
[],MOT14_HUMAN
[],PRS45_HUMAN
[],LRR70_HUMAN
[],GVIN1_HUMAN
[],MAMC2_HUMAN
[],PBIR2_HUMAN
[],D19L4_HUMAN
[],CC186_HUMAN
[],RGPD4_HUMAN
[],ZN571_HUMAN
[],SZRD1_HUMAN
[],COX8C_HUMAN
[],PPR42_HUMAN
[],CF120_HUMAN
[],LYZL2_HUMAN
[],AT5L2_HUMAN
[],SPT21_HUMAN
[],TAFA3_HUMAN
[],TAFA1_HUMAN
[],ANKAR_HUMAN
[],VMO1_HUMAN
[],C1QL2_HUMAN
[],SPT19_HUMAN
[],TMC3_HUMAN
[],TM144_HUMAN
[],KCD20_HUMAN
[],CEA19_HUMAN
[],FBX33_HUMAN
[],TMCO2_HUMAN
[],DNJB7_HUMAN
[],PKHH3_HUMAN
[],DB128_HUMAN
[],CK2N1_HUMAN
[],COXM1_HUMAN
[],ZN467_HUMAN
[],CEI_HUMAN
[],MRGRG_HUMAN
[],MRGRE_HUMAN
[],SIM29_HUMAN
[],ZN605_HUMAN
[],NBPFB_HUMAN
[],LUZP2_HUMAN
[],CTGE6_HUMAN
[],TRI73_HUMAN
[],CABP7_HUMAN
[],ZN429_HUMAN
[],GP180_HUMAN
[],FHI2B_HUMAN
[],MGDP1_HUMAN
[],SATL1_HUMAN
[],IFTAP_HUMAN
[],LRRT4_HUMAN
[],GLCI1_HUMAN
[],FJX1_HUMAN
[],T200A_HUMAN
[],NAL13_HUMAN
[],AMZ2_HUMAN
[],CHCT1_HUMAN
[],PRSR2_HUMAN
[],IT70A_HUMAN
[],ZN227_HUMAN
[],FA72B_HUMAN
[],HTR5A_HUMAN
[],ZFAN4_HUMAN
[],NBPF5_HUMAN
[],ZN761_HUMAN
[],ANGL5_HUMAN
[],ZN677_HUMAN
[],SPAS2_HUMAN
[],ECHD2_HUMAN
[],DOPP1_HUMAN
[],LATH_HUMAN
[],CPNE8_HUMAN
[],POTED_HUMAN
[],WFDC8_HUMAN
[],WFDC3_HUMAN
[],WF10B_HUMAN
[],WFD13_HUMAN
[],ZNG1B_HUMAN
[],CREG2_HUMAN
[],CBLN2_HUMAN
[],CILP2_HUMAN
[],EPHX4_HUMAN
[],LUR1L_HUMAN
[],K0825_HUMAN
[],CF337_HUMAN
[],ANKY2_HUMAN
[],PSTK_HUMAN
[],LYSM2_HUMAN
[],PCP2_HUMAN
[],ZN584_HUMAN
